,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance,cl_k2,cl_k3,cl_k4,cl_k5
facebook friends,0.1752391910115674,1.381086832162738,-1.2932235064645377,0.8074435295887125,-0.9296607730534784,-0.8084516690750588,1.0164519655276718,0.5843859198723644,0.7953586175032011,-1.1166130853510337,-1.2624758017477176,-1.35458605941212,-0.3577962607470406,-0.6370735613204747,-1.0671735814815746,-0.911408512463468,-1.3928507855657208,-0.5259828853601533,-0.4368569138991195,-0.3678319838888506,-1.2244930916028054,-0.8143847930024706,-1.774731973722928,-1.435658447045314,0.0426082263292969,-0.9803669538703136,-2.115508445605644,0.2277733649443737,-1.4991904703168222,-1.945500023919316,1,0,3,2
political allies,0.8932347306950433,1.0521419867813,-0.2810469137747423,-1.1141038065340212,0.8956780083890515,-0.6877326415661135,1.0164519655276718,0.1641227265297372,1.2635438012329756,1.2943196597655753,0.1575282059989179,-0.6432904582742318,-0.7384196664449677,0.8063080996769877,0.1758181055911156,-0.3111381505826374,0.4446804883585339,0.0116417110273697,-0.2756043496231565,-0.6263581279909671,1.4459771850177303,-0.1720936030423016,1.6485597326434809,0.5500403588181176,0.9552923791692408,1.024064139478417,0.128955968136218,0.3295679402409952,-0.255561220016579,-1.3739852501819327,0,2,0,1
romantic lovers,1.0213528939099388,1.375315869963064,1.8286020518876973,1.4964267420750943,-1.372621063509051,2.8323244560242724,-1.5267047991836984,1.5446764290127717,2.02468696542524,-1.1387317343888008,-1.0572408475030868,1.246000624590041,1.9576627905820163,0.7965113915706704,-1.1210039301343289,0.8775551318261132,-1.1855753947174843,1.810797706832984,3.209714232622221,-0.5763208097776543,0.1175894063911048,-0.8271667072305338,0.0527676380818467,1.8442631552437447,0.904587704011466,-1.1661962991582695,1.606276876673586,1.1897321014974458,0.6726548146278057,1.088361983930374,1,1,1,0
ex lovers,-2.021453482443824,1.140630073842973,0.1937662631331113,0.934950163068335,-1.158630585028098,0.6154841326781836,-1.4392108737922522,0.1684777855281062,-0.43944558052094,-0.7037316366460488,-1.287436809696389,1.004216349104435,0.2199356943301703,-1.1726269377991712,-0.944831879998042,-1.0101371904043943,-1.350929920000909,-0.0826783936020203,1.305802377223569,1.7643137422006483,-0.4301993683002871,0.0835446815189595,-1.8756368602642963,-0.8023153764540499,-1.9179725464379889,-1.1680004675591238,-2.039553643110149,0.5026187182452517,-2.157052320113327,-1.826079026421952,1,0,3,2
strangers,-0.6708745118868034,1.1617902685751127,-1.748134334639727,-0.6421055668112077,-0.2170724797119045,-0.9209398537993034,1.3722605954528868,-0.4738934167313498,-0.5736039080224541,-0.7160197750003637,-0.5247393445980985,-1.8016058245541131,-1.0057622966375594,-2.158828887168478,-1.0231305689475028,-1.1365098981687798,-1.413811218348127,-1.4078758636449495,-0.4566598603891501,-0.6513767870976237,-1.6147925935704222,-0.8782943641427859,-0.3508519080836251,-2.3382488133468744,-1.053176142358166,-1.1770213095633937,-2.757326526692572,-0.7621788798152693,-2.1840877385981154,-2.087667878082844,0,0,3,2
neighbors,0.2179452454165329,1.3253008642325528,-0.2469286016616029,0.0916168153171468,-0.533778387863715,-0.3859350727937499,1.0835306416611143,1.01335923121173,1.4469847796534132,-0.5292400720147754,-0.6966929549111676,-0.4296206334264868,-0.4076398019693882,-0.6174801451078393,-1.015790066858491,0.2338441516512749,-0.9247344534253212,-0.2383065662405136,-0.4792917992348993,-0.2566379434148219,0.1312841257583896,-0.7440842647481238,0.2284168850242281,-0.4871736553385901,0.4595133331821106,-1.1210920891369212,-1.587622568261957,0.2684911950630224,0.163487766497633,0.9376640585170338,1,1,3,2
aunt and niece/nephew,0.6610205598680454,-0.2905685516762665,0.5178902282079337,1.4516875724331213,-1.3148436343191938,0.2807631927670169,-0.8034216826144096,1.2986155956049124,0.0314775282598856,-1.3476300864121562,-1.0738815194688676,1.0520109151887986,1.1171194363324273,0.0780861304407116,-0.895895199404629,0.2851830641805566,-1.2274962602822963,1.04444685671919,-0.3010652808246243,-0.67639544620428,-0.6732806370695923,-0.7824300074323131,-0.4891289748254995,0.7948106276456597,0.7609244577311047,-1.153567120352292,-0.1862564622200838,1.7088844355102148,0.1274405418512492,-0.0916312056269092,1,1,1,0
uncle and niece/nephew,0.4688433150457026,-0.3694383684051494,0.7396592569433383,1.391289693416458,-1.323403253458432,0.4261747486300649,-0.6284338318315172,1.2354672401285591,-0.0780394737821669,-1.2861893946405811,-1.1238035353662104,1.3134753061209077,0.9766512747058111,-0.0721300605228254,-0.8714268591079225,-0.1531722658771555,-1.2065358274998903,0.9265467259324528,-0.3180392349589362,-0.745891721500548,-0.7588726331151222,-0.7760390503182815,-0.5900338613668676,0.7274988037180857,0.2341592213697791,-1.155371288753146,-0.0875152189759411,1.6350833684201644,-0.0212542598150834,-0.0546675635443918,1,1,1,0
frenemies,-1.8879970624283084,1.1791031551741358,0.3103371628530036,0.5188758853979876,-0.9189612491294308,-0.2652160452848044,-0.4096990183529015,-0.0013695154082922,0.3025321083139654,-0.2466128898655294,-0.9906781596399632,0.61623693030195,-0.5775609652273913,-1.2281416170683044,-0.9105762035826528,-1.073323544286587,-1.3276405502426802,0.1318998444298418,-0.3236972196703735,1.7504144871413954,-0.4747072062439628,0.8217002281896013,-1.965330092745512,-0.8573886869402471,-0.9658514240308874,-1.094029563124112,-0.1748632418457596,-0.1870395293893583,-0.3952442155213161,-0.3503767002045306,1,0,2,3
half siblings,0.4154607470394961,1.281056820701716,0.9159372028612242,1.364446191631274,-1.299864300825527,0.1874803078737408,-0.6663478661678104,1.403137011565773,1.5455500814912602,-1.3205961820326633,-1.071108074141237,0.9395531126373536,1.1828222861255218,0.1336008097098445,-0.9888748925321136,0.5655725095327869,-1.3462720460492632,1.2118650424363573,-0.2133665177973462,-0.1732424130593004,-0.0433235461744916,-0.6578063437086981,-0.5265011550260063,0.9936864710680372,0.7074028561756758,-1.158979625554854,-0.5926146555709791,1.5841860807718535,0.6140780745774319,0.6618584214397898,1,1,1,0
adoptive parents and adopted kids,0.7998152366841822,-1.0234807510349095,1.3424161042754637,1.4315549460942336,-1.33196287259767,0.8432041163882399,-0.9609107483190128,1.381361716573927,-0.2231495014878863,-0.9961893294787464,-0.6550912749967153,1.5355794661600115,1.592898693454836,0.9238685969527992,-0.7735534979210965,0.5932165393562462,-0.7593799281418967,1.7188356048193285,0.8955984856443647,-0.4540073652562228,-0.3754204908311479,-0.6737837364937769,0.8002112420919797,1.6270295416593017,0.6003596530648184,-1.1752171411625394,0.4821457997402679,1.63762823280258,0.3977947266991286,0.9405074156003048,1,1,1,0
mother and infant,0.8612051898913194,-1.2331590442897442,1.8854659054095957,1.471820198772009,-1.4325383974837178,1.64159586650422,-1.325468770783372,1.3661190100796348,-0.9569134151696376,-1.4631385869427176,-0.6190364857375235,1.715511950242323,1.9395378665011629,0.0454304367529862,-0.7760003319507672,0.067979972710519,-0.5963543398342949,1.855599756531944,1.959299611394577,-0.4873655773984314,-1.306661407806514,-0.7792345288752972,0.284475155324988,1.8442631552437447,0.715853635368638,-1.1788254779642473,0.5201232009880148,1.5383785218883743,0.6185839776582297,1.0513983418478563,1,1,1,0
alumni,0.2392982726190153,1.3329954804987854,-1.753820719991917,-0.2662965418186357,-0.3989643864207146,-0.890760096922067,0.9085427908782217,0.2773542604873363,0.3737181596412993,-0.6644095939122406,-0.9906781596399632,-1.6048046700890848,-0.7837319766471019,-1.8453342277663145,-0.3306765385507089,-1.0456795144631277,-1.0411813022164655,-0.6981170763087898,-0.5585035851950215,-1.0266566736974705,-1.0909695777717785,-0.8463395785726282,-1.2963680671564433,-1.0654434154436574,1.3271266636595878,-0.8775293550216389,-1.8990372584934845,0.1361582471774145,-3.0807624516769136,-1.954030095169128,0,0,3,2
confidants,0.9679703259037324,1.313758939833204,1.0467240659615906,1.301811354132512,-1.1286719180407647,0.6895617177404911,-1.4333779454328224,1.0590873506946066,1.7262531348606471,-0.0426297931839001,-1.071108074141237,0.9648561182114292,0.7636834167557804,1.0120389699096577,-1.0647267474519038,-0.5006972122292155,-0.7966429197550629,1.2283710607465006,0.0101238783044271,-0.932141739294546,0.3914837937368005,-0.7856254859893287,-0.6012455154270194,1.4189748131558908,0.7383890465498716,-1.0056253114822689,0.7214034276010756,0.7850986646933756,0.4293360482647144,0.7272556343550126,1,1,1,0
a person and their significant other,1.0613898199145937,1.2560493178364605,1.8598771713247413,1.509848492967686,-1.441098016622956,2.887196741255611,-1.2146431319542068,1.5991146664923868,2.027424890476291,-1.212460564514691,-1.1404442073319911,1.639602933520098,1.9395378665011629,0.9663209987468422,-0.9007888674639704,1.0355210165315951,-1.19023326866913,1.586787458338183,3.257807102669438,-0.5874402138250572,0.5284309874096487,-0.7792345288752972,0.2471029751244813,1.8779190672075317,0.8510661024560371,-1.164392130757416,1.2948621864420584,1.5460131150356209,0.7447492639205732,1.1338556972627027,1,1,1,0
companions,1.0266911507105592,1.3368427886319014,1.2855522507535648,1.328654855917696,-1.364061444369813,1.5291076817799754,-0.7392594706606822,1.516368545523372,1.885052787821623,-1.0207656061873769,-0.8104042133440035,0.8270953100859092,1.0627446640898663,0.2674891538295191,-0.9962153946211256,0.5695216566504239,-1.2624303149196394,1.2873211261398694,0.1628894655132343,-0.9932984615552618,-0.2658627358928696,-0.7696480932042499,0.0415559840216946,1.229277854814546,0.7637413841287588,-1.1102670787317976,0.7327966479753993,1.0726683399063317,0.3797711143759363,0.9149172018508694,1,1,1,0
playmates,0.78113133788201,1.3233772101659946,1.0268217172289262,1.2727308938652302,-1.231387347711622,0.5276884763080415,-0.8005052184346946,1.387894305071481,1.8604114623621613,-1.3058504160074853,-0.9823578236570728,0.6921459470241754,0.4283723212599876,-0.372562442449899,-1.1234507641639997,0.5932165393562462,-1.0295366173373512,0.9572007599370044,-0.5104107151478045,-0.6207984259672658,0.2271471613293832,-0.8495350571296441,-0.7357853641488435,1.04570015319389,0.5074010819422314,-1.1048545735292357,1.0935819598289984,0.1946901279729719,1.0511506734148364,0.9461941297668458,1,1,1,0
competitors in sports,-2.5419335205043363,1.1791031551741358,-0.5028159425101468,-0.5369685181525715,0.5639927667435743,-0.8084516690750588,1.1622751745134154,-0.3410641172810892,0.4366904358154796,0.2793194316991538,-0.3416919529745085,-0.4408664136816312,-0.9921686035769192,-1.3620299611879785,-0.8249370125441802,-1.1444081924040537,-0.9293923273769672,-0.6863270632301162,-0.4792917992348993,2.131254075764943,-0.5260624038712807,0.6683172574528445,-0.918909047131326,-0.9767141929936736,-2.194031333408095,0.2645092427189069,0.9568633153371086,-0.6680188976658945,0.7177138454357852,0.6391115647736249,0,0,2,3
a person and their crush,0.4501594162435304,0.2980695926905176,0.5349493842645033,1.2727308938652302,-1.10513296540786,1.295900469546785,-1.7133585066854504,0.6780196883373021,0.4284766606623256,-0.4727146355849261,-1.3068509269898,1.1869602782505324,1.219072134287229,-0.6827915324832902,-1.140578602371694,0.5616233624151495,-1.2111937014515362,0.9123987102380442,1.8602848789444244,-0.6207984259672658,-0.8170751904260827,-0.5587465084412093,-1.7111992673820673,0.5745173857008723,0.1975391782002751,-1.0705753739130108,-0.6951536389398968,-0.4288016457188341,-0.507891792541266,0.2268247876993937,1,1,1,0
cohabitants,0.7304178982761138,1.3291481723656688,0.8022094958174267,0.7358608581615558,-1.0644747744964786,0.1216335655961343,-0.3455368063991744,0.9371456987402692,1.6167361328185943,-0.2589010282198447,-0.2584885931456042,0.6134254852381638,0.1564984600471825,-0.1047857542105505,-0.5337637630133728,0.2259458574160008,-0.7826692979001255,0.3959961373921338,-0.2020505483744715,-0.1565633069881962,0.8947647304845168,-0.5140098086429886,-0.3807496522440304,0.5133248184939868,0.5299364931234645,-1.0146461534865383,0.201113030506938,0.2710360594454378,0.8483850347789266,1.185036124761573,1,1,1,0
long distance lovers,0.965301197503422,1.3580029833640406,1.350945682303749,1.4897158666287982,-1.3704811587242416,2.3960897884351287,-1.7133585066854504,1.4510426605478342,1.885052787821623,-0.8438164138852401,-1.3678667241976632,1.6592830489666006,1.8579757081373212,0.8291670852583956,-1.0818545856595982,0.7393349827088166,-1.0411813022164655,1.723551610050798,2.9918818212318845,-0.501264832457685,0.6859202601334238,-0.7664526146472341,-0.4741801027452969,1.7157587641092853,0.5383872723164267,-1.1806296463651014,0.8543243319681909,1.0930272549656557,-1.1702595454185694,-2.6250623668209805,1,1,1,0
brothers in arms,0.9893233531062148,1.0579129489809742,1.2997682141340396,0.5994063907535386,-0.4503221012561433,0.1957111506584416,-0.1034702794828397,1.076507586688083,1.81660466154534,-0.829070647860062,-0.8214979946545242,-0.1006815609635106,0.7795427253265275,0.7050754492450393,-1.076960917600257,-0.4454091525822968,-0.3378423355179549,1.129334950885641,-0.4057379979862144,-0.5735409587658036,-0.6938227161205195,-0.3222810952220427,0.5273943266282815,0.9386131605818404,1.2538865773205805,0.2320342115035358,0.7403921282249486,0.8894381043724127,-0.4583268586524879,0.4400765689446855,1,1,1,0
