,Valence Evaluation,Equality,Activity Intensity,Socioemotional,Formality and Regulation,Intimacy,Visibility,Communal Sharing,Expected Reciprocity,Strategic,Concreteness,Uniqueness,Love Expression,Information Exchange,Money Exchange,Goods Exchange,Service Exchange,Attachment,Mating,Conflict,Negotiation,Coercion,Importance for society,Importance for individuals,Affiliation_Coalition,Occupational,Activeness,Endurance,Synchronicity,Spatial Distance
Between ex-lovers,-2.13014580125214,1.0425850927506173,0.1132748575019338,0.9929368811453803,-1.060003388254446,0.4435968997264959,-1.7417381499472362,0.23166521559607606,-0.09164067947119851,-0.7269623479894716,-1.0386075229694267,0.29313872040723693,0.17564583037297463,-2.086183800140824,-0.6371796422413576,-1.3065064921360456,-1.2113788563329688,-0.5606180233897406,1.5072865356427736,0.9005051418722162,0.6891152204531243,0.37662101524325836,-1.8115380520561923,-0.5850860503275507,-0.5223607392608335,-1.274735520891696,-1.609135301563226,-0.4217083060396642,-1.9396474548942362,-2.0803764551924564
Between life-partners,1.192141479280804,1.2638325186797577,1.4419963620647502,1.530349520195495,-1.336569486943661,2.5334981018144553,-0.10660165225619105,1.545697431763668,1.1798551297975681,-0.7376062272760459,-0.36072420116275755,1.1674950322296567,1.6110271496246302,1.2518414776509854,-0.5769739041404496,0.577250490733239,-0.9894003586907866,1.5966729433226923,3.1440969702494974,-0.3791629771620245,0.9960707396950651,-0.6290140156726706,0.3857617799825894,1.468216077040046,1.2298395551093098,-1.316647018073988,0.8923727038717078,1.3897845844003764,0.8411033964905379,1.3118198421551637
Between soul-mates,1.273669494400202,1.6867758738691392,1.6692019873038464,1.64872336469215,-1.4447442898037373,2.335091449936008,-0.9207947472937879,1.7746387684154157,1.9147940979682778,-1.4244019925888391,-0.6839747849633258,1.7898385437464526,1.790270179570318,0.8371597775555386,-0.6229491950538703,0.2890833546861023,-1.1461617485119142,1.8110665230212804,3.1868728445577097,-0.9114938532594667,-0.4429224782315937,-1.0350390777097933,-0.4043494242889828,1.405165857369457,1.3992887549634394,-1.1510888998845987,1.0565996258351915,1.5638653900986081,1.3536154783291652,1.1497482412818887
Between strangers,-0.9182925180478442,1.0092638209393285,-2.1789135388975565,0.2349596959753122,-0.2050073279062053,-0.9275745210710965,0.3500746339819745,-0.23256971259747283,-0.9112912143041584,-0.5277390316458126,-0.09054976532356522,-1.864966924740386,-1.1181379170052372,-2.564463522353305,-0.6431942014921976,-0.4663153497643677,-1.0787161164035073,-1.6190038806432228,-0.11602658799211422,0.10909505042735013,-1.1517236017265875,-0.10947349615052128,-0.6732584345897742,-2.7441390752378814,-1.6638695053818156,-1.0642721354317635,-3.0316296783430916,-1.8663177585460993,-2.603113835467365,-2.2743862785144433
Between neighbors,0.252767674342514,1.2616930451385482,-0.5118487569669358,0.9499467099996464,-0.8282211695754748,-0.1539373551232194,-0.04314318190055933,0.6031355423440289,0.5849554413801137,-0.4964063999797066,-1.1260960744300346,0.10842690826419428,0.09569194237970872,-0.19219744517299545,-1.298856341824389,0.0651837094120681,-1.2105721507085878,0.0496955155287999,-0.4641376776841856,-0.12316428617398811,0.7603142959786853,-0.6146653707146366,-0.08611132605963716,-0.3362211621039556,0.050556439710901936,-1.0665532559815287,-0.39223581517732514,0.8807986159096186,-0.4586622724908771,1.024613888979732
Between church members,0.5575716589973877,1.3865466082219866,0.29518315872184325,1.0979273280186315,-0.4317420594353916,-0.08087670915559743,1.0528055215160423,1.2472151641039517,1.1352576969563,-0.6151719942950427,-1.3324193428478321,-1.5596525078688706,0.6376016276674004,-0.3572967538943235,-0.8810324288676004,-0.58255888576343,-0.34461399821676264,0.333217385380895,-0.5830392396834202,-0.7961659716019925,0.1560962583533844,-1.0958875726265178,-0.32642692698591275,-0.013964483787611299,1.3764994916424935,-0.6185411800076078,0.2917886112095001,0.6436469161752063,0.4682959862710156,0.6936862946384861
Between fans of the same sports team,0.7462213190027344,1.2619834022619978,-0.7049529954160776,0.9319039730179625,-1.1303464561825252,-0.16258927372464835,0.8324944487411625,0.39552737569846635,0.6269805878327841,-0.15323948173187635,-0.8987932828362062,-1.4897119027486276,0.610284049269701,-0.5541352214592119,-0.7810478995214496,-0.85236581729917,-0.9894003586907866,-0.27482797857882874,-0.16434795738279837,-0.9337154575492486,-0.5097487886616244,-1.0200525501572941,-1.4419791494056018,-1.1889003233633508,1.2473603328238005,-0.7144311929359272,-1.3237865904123014,-0.2232888554137603,0.4862355909733088,-0.6978680086734484
Between fans of opposing sports teams,-2.53093399105131,1.182135193313287,-1.6273338790720833,-0.21217724121654105,-0.7195091555048068,-0.9571772055274848,1.0804204163081632,-0.4084599648944076,-1.1801994761337027,-0.7575116638639252,-1.1658635978212202,-1.8126047242798882,-0.9096541677578394,-2.239930017930781,-0.8543052311966802,-1.6345437884931704,-1.447892207944262,-1.511419518626043,-0.6021987330861404,1.946100497684663,-1.4551445332747044,0.7293962967202565,-1.402281238489647,-2.0401937655091067,-1.7551544086702044,-0.9342482640951368,-1.2120004973841043,-0.7147708310450537,-0.6242259400986161,-1.3998813191790853
Superior and Subordinate,-0.31196789507190154,-1.2803835706649511,-0.6378458487209857,-1.0995227250385189,1.2603827611312732,-0.9399683139334217,1.0283054380893624,-0.7438460150587266,-0.48927292680346623,0.7523913652669632,-0.8599595717351781,-0.15157567743940895,-1.067029291346924,0.9181283919458405,0.6424178383748445,-0.6405493545882636,0.9315001838978618,-1.0661180036850646,-0.667679119362496,0.3294592929676874,-0.2350729979970132,1.42941867559863,0.5556033576127055,-0.13406014030301908,-0.4805069094197846,0.8478771654090681,0.09894550267384428,-0.21455398617860716,0.25376821337276384,-0.10467909655544834
Aunt and Niece/Nephew,0.700397224517894,-0.8454456795678563,1.0632465758823424,1.530349520195495,-1.1895689647726322,0.7722354801228978,-0.9494138200783495,1.4744307687104838,0.7263643801195051,-1.4671957711012316,-0.8874909340829219,1.59561447308716,1.5104315715938872,-0.7300771960427894,-1.1251295569634086,-0.4461920236212199,-1.2715258786213786,1.38295997816283,0.6816173667065415,-0.8734702192525066,-0.9169716178446234,-0.7136790593816306,0.10655418925015174,0.8690245336399578,0.8597842972933818,-1.2704133977447718,0.7854404806723666,1.5608081858663045,0.5834084497773941,-0.40971977874875354
Uncle and Niece/Nephew,0.8678478875419359,-0.4415076813567315,0.5092669400982385,1.3226472652684944,-0.9887252280854704,0.8740612384162816,-0.07103701502391391,1.262887545311509,0.5710865452534852,-1.58469313984913,-0.8636304200482107,1.3560628433843762,1.3727332089388178,0.08589984971824954,-0.56960177294442,0.34528861543390527,-1.2628893831132992,1.3776778175035893,0.18968003468364256,-1.159046323612473,-0.2744644873558916,-1.4520112943370518,0.4309374359416656,0.8427178660222976,0.9557180812922256,-1.2961860579912439,1.094857967834146,1.441577220806462,-0.218890538297367,-0.1480809347033303
Between frenemies,-2.1438015371404644,0.829060931198261,-0.35192147012368413,0.6939384461183087,-0.5502876241683896,-0.46179849164045705,-0.891394647181772,-0.3083082474663169,-0.6992724574258203,0.07409324247414162,-0.4843738285491157,0.39411131257249615,-0.6137234760868573,-1.3786680254248525,-0.9195808889484434,-0.7868020464043529,-1.276923688313928,-0.736360259672474,-0.545002010133902,1.6174234776034466,-0.2503327641450473,0.8354018560562088,-1.992338617694035,-0.29637123971475215,-0.823248204511576,-0.9498902335792422,-0.5906013331979494,-0.17262661384987113,-1.2819366974964261,-1.0562562397075081
Between half-siblings,-0.27890402146481535,1.135024750033548,0.7818739558904005,1.1686516620112724,-1.3744184585989925,0.09707509812811341,-0.07249607706421235,1.1687247081177787,0.834834690558155,-1.027867514240042,0.08681338900112168,1.4549241162943074,1.0906736596292408,0.18419642572820313,-1.1700165222253296,0.021417317846155928,-1.4420966649059457,1.0594695596943382,0.3833881481302626,0.26131303981235604,0.0011307606770468253,-0.4694104606912891,-0.7524675778751448,0.8003984442025825,0.7048000093573856,-1.282803484099287,0.8234379465043195,1.3783950000055192,-0.13517238302000087,-0.1495167849879222
Between adoptive parents and adopted kids,0.9899883711594721,-0.7606443196897068,1.685225530494307,1.5198274006846815,-1.4353675123097713,1.7446425111426065,-0.7690158185517315,1.756720206413269,0.498983000404172,-1.4055442105582165,-1.1101890650735606,1.0239258171768024,1.7218651865094126,0.9849191915044617,-0.8752453940621047,0.9617695023480375,-0.5751570205711235,1.6411255803832132,0.2064445914110228,-0.5297760729038797,-0.3672207984475748,0.0923388937198322,1.1856769585880447,1.4037801382558175,0.6805837143673861,-1.2505636469959363,1.3329962205578512,1.5883230239570376,0.8607248391336707,1.256898568769536
Mother and Infant,0.9755416472907316,-1.085553940830097,1.701443691618255,1.6251160452768627,-1.3011623844273834,1.8100125627978476,-0.7396521949907232,1.585875985944525,0.058636351503008124,-1.8332653510669064,0.14646467408789987,1.49437001072221,1.6677264754237764,0.371590244811303,-1.2970970832435185,-0.22892644191086087,-0.5978792289911895,1.7250916726086416,1.2706104406679941,-1.0324781432816128,-1.1782729332370476,-0.7479027881820954,1.1514812781655954,1.7210174340049795,1.0317199917223772,-1.3235595045884285,1.278733387900414,1.730177300335927,0.7371950611021217,1.1438253588579486
Between alumni,0.1333164077221894,1.1579285783898885,-0.6659212876444426,-0.33317322474599453,-0.1822603776954826,-0.5427396231380499,0.26159694497208946,0.5125129299193784,-0.038985471718995725,-0.3021440836498477,-0.6272977096091656,-1.0594698970957177,-0.09086712960457854,-0.810739824390337,-0.6919121314240013,-0.2779448004646824,-0.8705457300319802,-0.15880210568550993,-0.28093284861111567,-0.482369983752345,-1.096828367400448,-0.3171018050373115,-0.5306551715514759,-0.9653104687331945,1.1140553946883751,-0.5537036829695706,-1.0443213578418085,0.4982113434099038,-2.007930075292338,-1.493586007967061
Between a monarch and their minister,0.1896023448731279,-1.1587686062661455,0.12079675746116383,-0.25241134253580105,0.9373234740344769,-0.6897866347590434,-0.3635789541037727,-0.0687899366881959,-0.6280947319023782,0.8667719617070224,-0.17962901771982068,0.6265603333083511,-0.23796178251526667,0.4804991231960694,-0.26348092408255097,-0.6630890462447082,0.5473200753801322,0.47323357033862185,-0.6322383912944777,-0.29067161074582637,-0.40115603421282475,0.4303601069551332,0.8607452378079218,-0.1740920258081551,0.6146732766989528,0.7921037679673046,0.33553822797500027,0.5668949993957936,-0.16529823435087132,-0.3867910445166817
Between confidants,0.8748008562488164,1.2924097724087698,1.2037941875772982,0.6504114865950895,-1.0306032838202404,1.1179777566945275,-1.4850277169838637,1.0010511950813565,1.34389605273645,-1.1685957913232392,-1.2549428502174755,1.0351540564240431,0.7745596765447539,0.7152113320142088,-0.8150602320849495,0.17640183386191513,-0.8076226913302594,1.2449582907014205,0.30261773476585374,-0.9432325890834582,0.8727205083596334,-0.8364939833051954,-0.4517140795124179,0.94825647326311,0.912791076327047,-1.1063099284202969,1.0081955169259231,0.660371621681338,0.20536865485303668,0.22631702700392528
Between a person and their significant other,1.111636352826938,1.600996083684238,1.8571019980501031,1.363074799767174,-1.113009941291882,2.4994244964582104,-0.4978126618112389,1.2531468260081104,1.606839252004719,-0.8368876640847277,-0.7473104141289932,1.6191176518504522,1.777314688460298,0.812306435691285,-0.1680440206758406,1.1001301452648113,-0.2334499631770555,1.6231110369603035,2.76517615152725,-0.14497195861915635,0.42104624947094477,-0.39954245709530173,0.20309682219405456,1.5819733516838075,1.0162821036662526,-1.1093242662896297,1.2228403413863154,1.4397428982670797,1.033393534393239,1.1510046102809062
Between companions,0.9744600743807722,1.5058986679137438,1.7295984193294287,1.207561583118969,-1.3563974643527767,1.6768513464630976,-0.6610148304437995,1.3341256417094958,1.7116836922192817,-0.6321811371995002,-0.2591640645021918,1.2161604376689437,1.5271740524129898,0.8817423593504721,-0.6025959265490277,0.33128337013281345,-0.6070555054685238,1.1748847700987453,2.0880195464605196,-0.6176748632056837,0.4645695359762174,-0.166469502511601,0.01505695825401276,1.2670558523767381,1.0240010476943149,-1.11787846835125,1.0354883203407024,1.2920093829799133,0.6641366709377121,1.1348935254699744
Between playmates,0.4288175777646162,1.406318545675953,0.09404146992235843,0.8354512108355031,-1.2691295010850705,0.6198443708681233,-0.7056217185802304,1.179309992930299,1.0279232012866415,-0.5637313880212373,-0.9471422191697001,-0.9463447070042682,0.9053104791320321,-0.6119930631011191,-1.0830884511705428,-0.6981021594974379,-1.0383404999032362,0.650325692123161,-0.5141026310677502,-0.4752590703796147,-0.14220408129645631,-0.6102241234657213,-0.6683152542533628,0.0367425711855606,0.7348791968186477,-1.11566443958236,0.8259459678222598,-0.045635053431103745,1.5618643895816147,1.0130685191256013
Between competitors in sports,-2.345055743101178,1.0884466281468002,-0.585118804889128,-1.1476330533410266,0.18154055680598558,-0.5868893312276462,1.5163312934433866,-0.4015396926728888,-0.7378901595715174,0.9686314988324731,-0.3587921757348457,-1.32119027599831,-1.043992644806354,-1.7406687912300884,-0.8030231996895185,-1.2839153106071706,-1.161803128871007,-1.0137295901625965,-0.5624492863660172,2.073015746886842,-1.2563239754971225,1.1938739554329436,-0.3862329893417705,-0.8786532106985472,-1.812593928921187,0.6665280817027202,0.32290854919537254,-1.2648823077547244,0.4829466634445548,0.3710507356907572
Between a person and their crush,-0.0962971064788449,0.516670826027797,0.016928168318266358,1.2531696127115588,-1.1174361504049877,1.168417611366781,-1.2666674304216143,0.4306230419647399,-0.3498201134995594,-0.9480140643938512,-1.505478247581944,0.49638888169627227,1.3452490599411329,-0.6580763264439714,-0.9323441374763289,-0.7038543138175292,-1.3958163139767814,0.5648329436754526,2.110560126934308,-0.7546856435943996,-0.9984161836812232,-0.9263364276532219,-1.4825918696695288,0.9596109716972939,-0.19381081396382246,-1.1204950478053926,-1.057219753191216,-0.12309990528655178,-1.3682710451262103,-0.1622436397831659
Between cohabitants,1.1042488235758774,1.3945314291168578,1.073386392003853,0.41858529549388845,-0.6248397673445734,0.5669223444001562,-1.2091054064567806,1.3464944540511246,1.4006451862494125,-0.2791668204280366,-0.3029083402324957,0.6885467388379125,0.037745563960346666,0.2416638635803533,0.3098304016835441,0.5934698005488418,-0.8008368734310543,0.6374078317807875,1.482674918928872,-0.14756447911963091,1.0147264180234488,-0.8440240679264766,-0.3341839176676662,0.4225937623526076,0.7984363499853829,-0.8804138191206737,0.40889785152475466,0.25450849174912615,1.3080937313970975,1.3220992248743992
Between long-distance lovers,1.2040625521235415,1.405710178369677,1.3505029575974241,1.5938052847892188,-1.2540953567721245,2.192548420632219,-1.7827234887498187,1.1795502801602127,1.9630773610893113,-1.5606296787295604,-0.515547627071246,1.458868705737098,1.6683849192072502,0.49502030698070487,-1.0226527446276907,0.15828676056137192,-1.0383404999032362,1.5333757912212047,2.5837244787132514,-0.520887431187967,1.3906244141923707,-1.069449089003563,-1.1960158044521083,1.4683590480597073,1.354200320005869,-1.0329585715213478,1.2590605063970965,0.4556288558885312,-0.10972862994550679,-2.4111155941838494
Between brothers-in-arms,0.8840714811913238,1.0206966326751667,1.1069399653513994,0.24723550207126174,-0.5801502473454044,-0.11356173498321787,0.5290174476117832,1.272301150906957,1.3323215593762556,-0.2511763361396483,-0.8670390649103124,0.2673835501565039,0.8208946094558843,0.3943273615267192,-0.9241342640989323,-0.6350785556425245,-0.027726583866151268,1.2151884943669504,-0.7034435070475737,-0.9797635597719634,-0.8610782883489175,-0.23335257120062297,0.7690717115690157,1.5012423825817833,1.2684342752496214,0.6032269864467309,1.105697831400517,0.9475330168661902,0.5572465262532177,0.706545600863726
